"pop","super_pop","sample","sex","lat","lng"
"PUR","AMR","HG01170","male",18.4,-66.1
"PUR","AMR","HG01413","male",18.4,-66.1
"PUR","AMR","HG01414","female",18.4,-66.1
"PUR","AMR","HG01205","female",18.4,-66.1
"PUR","AMR","HG01412","male",18.4,-66.1
"PUR","AMR","HG01303","female",18.4,-66.1
"PUR","AMR","HG01305","male",18.4,-66.1
"PUR","AMR","HG01308","male",18.4,-66.1
"PUR","AMR","HG01395","male",18.4,-66.1
"PUR","AMR","HG01403","female",18.4,-66.1
"PUR","AMR","HG01396","female",18.4,-66.1
"PUR","AMR","HG01398","male",18.4,-66.1
"PUR","AMR","HG01405","male",18.4,-66.1
"PUR","AMR","HG01402","male",18.4,-66.1
"STU","SAS","HG03837","male",52.486243,-1.890401
"STU","SAS","HG03856","male",52.486243,-1.890401
"STU","SAS","HG03642","female",52.486243,-1.890401
"STU","SAS","HG03645","female",52.486243,-1.890401
"STU","SAS","HG03646","male",52.486243,-1.890401
"STU","SAS","HG03836","female",52.486243,-1.890401
"STU","SAS","HG04006","male",52.486243,-1.890401
"STU","SAS","HG03999","male",52.486243,-1.890401
"STU","SAS","HG03741","female",52.486243,-1.890401
"STU","SAS","HG03857","female",52.486243,-1.890401
"STU","SAS","HG04003","male",52.486243,-1.890401
"STU","SAS","HG03744","male",52.486243,-1.890401
"STU","SAS","HG03745","male",52.486243,-1.890401
"STU","SAS","HG03746","male",52.486243,-1.890401
"STU","SAS","HG03750","male",52.486243,-1.890401
"STU","SAS","HG03752","female",52.486243,-1.890401
"STU","SAS","HG03753","male",52.486243,-1.890401
"STU","SAS","HG03754","female",52.486243,-1.890401
"STU","SAS","HG03755","male",52.486243,-1.890401
"STU","SAS","HG03998","male",52.486243,-1.890401
"STU","SAS","HG03757","female",52.486243,-1.890401
"STU","SAS","HG03760","female",52.486243,-1.890401
"STU","SAS","HG03947","female",52.486243,-1.890401
"STU","SAS","HG03743","male",52.486243,-1.890401
"STU","SAS","HG03697","male",52.486243,-1.890401
"STU","SAS","HG03900","male",52.486243,-1.890401
"STU","SAS","HG03698","female",52.486243,-1.890401
"STU","SAS","HG03985","male",52.486243,-1.890401
"STU","SAS","HG03986","female",52.486243,-1.890401
"STU","SAS","HG03989","female",52.486243,-1.890401
"STU","SAS","HG03990","male",52.486243,-1.890401
"STU","SAS","HG03991","male",52.486243,-1.890401
"STU","SAS","HG03756","female",52.486243,-1.890401
"STU","SAS","HG03851","male",52.486243,-1.890401
"STU","SAS","HG03854","male",52.486243,-1.890401
"STU","SAS","HG04106","female",52.486243,-1.890401
"STU","SAS","HG04107","male",52.486243,-1.890401
"STU","SAS","HG03643","female",52.486243,-1.890401
"STU","SAS","HG03644","male",52.486243,-1.890401
"STU","SAS","HG04229","male",52.486243,-1.890401
"STU","SAS","HG03684","female",52.486243,-1.890401
"STU","SAS","HG03685","male",52.486243,-1.890401
"STU","SAS","HG03686","male",52.486243,-1.890401
"STU","SAS","HG03687","male",52.486243,-1.890401
"STU","SAS","HG03689","female",52.486243,-1.890401
"STU","SAS","HG03995","female",52.486243,-1.890401
"STU","SAS","HG03738","male",52.486243,-1.890401
"STU","SAS","HG03740","male",52.486243,-1.890401
"STU","SAS","HG03672","male",52.486243,-1.890401
"STU","SAS","HG03673","female",52.486243,-1.890401
"STU","SAS","HG03679","male",52.486243,-1.890401
"STU","SAS","HG03680","male",52.486243,-1.890401
"STU","SAS","HG03681","male",52.486243,-1.890401
"STU","SAS","HG03950","male",52.486243,-1.890401
"STU","SAS","HG03838","female",52.486243,-1.890401
"STU","SAS","HG03844","male",52.486243,-1.890401
"STU","SAS","HG03846","male",52.486243,-1.890401
"STU","SAS","HG03848","male",52.486243,-1.890401
"STU","SAS","HG03690","female",52.486243,-1.890401
"STU","SAS","HG03691","male",52.486243,-1.890401
"STU","SAS","HG03692","female",52.486243,-1.890401
"STU","SAS","HG03693","male",52.486243,-1.890401
"STU","SAS","HG03694","male",52.486243,-1.890401
"STU","SAS","HG03695","male",52.486243,-1.890401
"STU","SAS","HG03696","male",52.486243,-1.890401
"STU","SAS","HG04075","female",52.486243,-1.890401
"STU","SAS","HG03899","male",52.486243,-1.890401
"STU","SAS","HG03951","female",52.486243,-1.890401
"STU","SAS","HG03953","male",52.486243,-1.890401
"STU","SAS","HG03955","female",52.486243,-1.890401
"STU","SAS","HG04047","female",52.486243,-1.890401
"STU","SAS","HG03849","female",52.486243,-1.890401
"STU","SAS","HG03850","male",52.486243,-1.890401
"STU","SAS","HG03711","male",52.486243,-1.890401
"STU","SAS","HG04100","male",52.486243,-1.890401
"STU","SAS","HG03944","female",52.486243,-1.890401
"STU","SAS","HG03945","female",52.486243,-1.890401
"STU","SAS","HG04029","female",52.486243,-1.890401
"STU","SAS","HG04227","female",52.486243,-1.890401
"STU","SAS","HG03858","female",52.486243,-1.890401
"STU","SAS","HG04035","female",52.486243,-1.890401
"STU","SAS","HG04038","female",52.486243,-1.890401
"STU","SAS","HG04039","male",52.486243,-1.890401
"STU","SAS","HG04042","female",52.486243,-1.890401
"STU","SAS","HG03887","male",52.486243,-1.890401
"STU","SAS","HG03733","female",52.486243,-1.890401
"STU","SAS","HG03736","female",52.486243,-1.890401
"STU","SAS","HG03943","male",52.486243,-1.890401
"STU","SAS","HG03895","female",52.486243,-1.890401
"STU","SAS","HG03896","male",52.486243,-1.890401
"STU","SAS","HG03897","female",52.486243,-1.890401
"STU","SAS","HG03949","female",52.486243,-1.890401
"STU","SAS","HG04033","male",52.486243,-1.890401
"STU","SAS","HG03886","female",52.486243,-1.890401
"STU","SAS","HG03888","female",52.486243,-1.890401
"STU","SAS","HG03890","male",52.486243,-1.890401
"STU","SAS","HG03884","female",52.486243,-1.890401
"STU","SAS","HG04099","female",52.486243,-1.890401
"STU","SAS","HG03885","male",52.486243,-1.890401
"STU","SAS","HG04210","male",52.486243,-1.890401
"STU","SAS","HG03894","female",52.486243,-1.890401
"STU","SAS","HG03898","female",52.486243,-1.890401
"TSI","EUR","NA20502","female",42.1,12
"TSI","EUR","NA20503","female",42.1,12
"TSI","EUR","NA20504","female",42.1,12
"TSI","EUR","NA20505","female",42.1,12
"TSI","EUR","NA20506","female",42.1,12
"TSI","EUR","NA20507","female",42.1,12
"TSI","EUR","NA20508","female",42.1,12
"TSI","EUR","NA20509","male",42.1,12
"TSI","EUR","NA20510","male",42.1,12
"TSI","EUR","NA20511","male",42.1,12
"TSI","EUR","NA20512","male",42.1,12
"TSI","EUR","NA20513","male",42.1,12
"TSI","EUR","NA20514","female",42.1,12
"TSI","EUR","NA20515","male",42.1,12
"TSI","EUR","NA20516","male",42.1,12
"TSI","EUR","NA20517","female",42.1,12
"TSI","EUR","NA20518","male",42.1,12
"TSI","EUR","NA20519","male",42.1,12
"TSI","EUR","NA20520","male",42.1,12
"TSI","EUR","NA20521","male",42.1,12
"TSI","EUR","NA20522","female",42.1,12
"TSI","EUR","NA20524","male",42.1,12
"TSI","EUR","NA20525","male",42.1,12
"TSI","EUR","NA20527","male",42.1,12
"TSI","EUR","NA20528","male",42.1,12
"TSI","EUR","NA20529","female",42.1,12
"TSI","EUR","NA20530","female",42.1,12
"TSI","EUR","NA20531","female",42.1,12
"TSI","EUR","NA20532","male",42.1,12
"TSI","EUR","NA20533","female",42.1,12
"TSI","EUR","NA20534","male",42.1,12
"TSI","EUR","NA20535","female",42.1,12
"TSI","EUR","NA20536","male",42.1,12
"TSI","EUR","NA20538","male",42.1,12
"TSI","EUR","NA20539","male",42.1,12
"TSI","EUR","NA20540","female",42.1,12
"TSI","EUR","NA20541","female",42.1,12
"TSI","EUR","NA20542","female",42.1,12
"TSI","EUR","NA20543","male",42.1,12
"TSI","EUR","NA20544","male",42.1,12
"TSI","EUR","NA20581","male",42.1,12
"TSI","EUR","NA20582","female",42.1,12
"TSI","EUR","NA20585","female",42.1,12
"TSI","EUR","NA20586","male",42.1,12
"TSI","EUR","NA20587","female",42.1,12
"TSI","EUR","NA20588","male",42.1,12
"TSI","EUR","NA20589","female",42.1,12
"TSI","EUR","NA20752","male",42.1,12
"TSI","EUR","NA20753","female",42.1,12
"TSI","EUR","NA20754","male",42.1,12
"TSI","EUR","NA20755","male",42.1,12
"TSI","EUR","NA20756","female",42.1,12
"TSI","EUR","NA20757","female",42.1,12
"TSI","EUR","NA20758","male",42.1,12
"TSI","EUR","NA20759","male",42.1,12
"TSI","EUR","NA20760","female",42.1,12
"TSI","EUR","NA20761","female",42.1,12
"TSI","EUR","NA20762","male",42.1,12
"TSI","EUR","NA20763","male",42.1,12
"TSI","EUR","NA20764","female",42.1,12
"TSI","EUR","NA20765","male",42.1,12
"TSI","EUR","NA20766","female",42.1,12
"TSI","EUR","NA20767","male",42.1,12
"TSI","EUR","NA20768","female",42.1,12
"TSI","EUR","NA20769","female",42.1,12
"TSI","EUR","NA20770","male",42.1,12
"TSI","EUR","NA20771","female",42.1,12
"TSI","EUR","NA20772","female",42.1,12
"TSI","EUR","NA20773","female",42.1,12
"TSI","EUR","NA20774","female",42.1,12
"TSI","EUR","NA20775","female",42.1,12
"TSI","EUR","NA20778","male",42.1,12
"TSI","EUR","NA20783","male",42.1,12
"TSI","EUR","NA20785","male",42.1,12
"TSI","EUR","NA20786","female",42.1,12
"TSI","EUR","NA20787","male",42.1,12
"TSI","EUR","NA20790","female",42.1,12
"TSI","EUR","NA20792","male",42.1,12
"TSI","EUR","NA20795","female",42.1,12
"TSI","EUR","NA20796","male",42.1,12
"TSI","EUR","NA20797","female",42.1,12
"TSI","EUR","NA20798","male",42.1,12
"TSI","EUR","NA20799","female",42.1,12
"TSI","EUR","NA20800","female",42.1,12
"TSI","EUR","NA20801","male",42.1,12
"TSI","EUR","NA20802","female",42.1,12
"TSI","EUR","NA20803","male",42.1,12
"TSI","EUR","NA20804","female",42.1,12
"TSI","EUR","NA20805","male",42.1,12
"TSI","EUR","NA20806","male",42.1,12
"TSI","EUR","NA20807","female",42.1,12
"TSI","EUR","NA20808","female",42.1,12
"TSI","EUR","NA20809","male",42.1,12
"TSI","EUR","NA20810","male",42.1,12
"TSI","EUR","NA20811","male",42.1,12
"TSI","EUR","NA20812","male",42.1,12
"TSI","EUR","NA20813","female",42.1,12
"TSI","EUR","NA20814","male",42.1,12
"TSI","EUR","NA20815","male",42.1,12
"TSI","EUR","NA20818","female",42.1,12
"TSI","EUR","NA20819","female",42.1,12
"TSI","EUR","NA20821","female",42.1,12
"TSI","EUR","NA20822","female",42.1,12
"TSI","EUR","NA20826","female",42.1,12
"TSI","EUR","NA20827","male",42.1,12
"TSI","EUR","NA20828","female",42.1,12
"TSI","EUR","NA20832","female",42.1,12
"YRI","AFR","NA18486","male",7.4,3.92
"YRI","AFR","NA18488","female",7.4,3.92
"YRI","AFR","NA18489","female",7.4,3.92
"YRI","AFR","NA18498","male",7.4,3.92
"YRI","AFR","NA18499","female",7.4,3.92
"YRI","AFR","NA18501","male",7.4,3.92
"YRI","AFR","NA18502","female",7.4,3.92
"YRI","AFR","NA18504","male",7.4,3.92
"YRI","AFR","NA18505","female",7.4,3.92
"YRI","AFR","NA18507","male",7.4,3.92
"YRI","AFR","NA18508","female",7.4,3.92
"YRI","AFR","NA18510","male",7.4,3.92
"YRI","AFR","NA18511","female",7.4,3.92
"YRI","AFR","NA18516","male",7.4,3.92
"YRI","AFR","NA18517","female",7.4,3.92
"YRI","AFR","NA18519","male",7.4,3.92
"YRI","AFR","NA18520","female",7.4,3.92
"YRI","AFR","NA18522","male",7.4,3.92
"YRI","AFR","NA18523","female",7.4,3.92
"YRI","AFR","NA18908","male",7.4,3.92
"YRI","AFR","NA18909","female",7.4,3.92
"YRI","AFR","NA18910","male",7.4,3.92
"YRI","AFR","NA18912","female",7.4,3.92
"YRI","AFR","NA18915","male",7.4,3.92
"YRI","AFR","NA18916","female",7.4,3.92
"YRI","AFR","NA18917","male",7.4,3.92
"YRI","AFR","NA18923","male",7.4,3.92
"YRI","AFR","NA18924","female",7.4,3.92
"YRI","AFR","NA18933","female",7.4,3.92
"YRI","AFR","NA18934","male",7.4,3.92
"YRI","AFR","NA19198","male",7.4,3.92
"YRI","AFR","NA19092","male",7.4,3.92
"YRI","AFR","NA19093","female",7.4,3.92
"YRI","AFR","NA19095","female",7.4,3.92
"YRI","AFR","NA19096","male",7.4,3.92
"YRI","AFR","NA19098","male",7.4,3.92
"YRI","AFR","NA19099","female",7.4,3.92
"YRI","AFR","NA19102","female",7.4,3.92
"YRI","AFR","NA19107","male",7.4,3.92
"YRI","AFR","NA19108","female",7.4,3.92
"YRI","AFR","NA19113","male",7.4,3.92
"YRI","AFR","NA19114","female",7.4,3.92
"YRI","AFR","NA19116","female",7.4,3.92
"YRI","AFR","NA19117","male",7.4,3.92
"YRI","AFR","NA19118","female",7.4,3.92
"YRI","AFR","NA19119","male",7.4,3.92
"YRI","AFR","NA19121","male",7.4,3.92
"YRI","AFR","NA19129","female",7.4,3.92
"YRI","AFR","NA19130","male",7.4,3.92
"YRI","AFR","NA19131","female",7.4,3.92
"YRI","AFR","NA19137","female",7.4,3.92
"YRI","AFR","NA19138","male",7.4,3.92
"YRI","AFR","NA19141","male",7.4,3.92
"YRI","AFR","NA19143","female",7.4,3.92
"YRI","AFR","NA19144","male",7.4,3.92
"YRI","AFR","NA19146","male",7.4,3.92
"YRI","AFR","NA19147","female",7.4,3.92
"YRI","AFR","NA19149","female",7.4,3.92
"YRI","AFR","NA19152","female",7.4,3.92
"YRI","AFR","NA19153","male",7.4,3.92
"YRI","AFR","NA19159","female",7.4,3.92
"YRI","AFR","NA19160","male",7.4,3.92
"YRI","AFR","NA19171","male",7.4,3.92
"YRI","AFR","NA19172","female",7.4,3.92
"YRI","AFR","NA19175","male",7.4,3.92
"YRI","AFR","NA19184","male",7.4,3.92
"YRI","AFR","NA19185","female",7.4,3.92
"YRI","AFR","NA19189","male",7.4,3.92
"YRI","AFR","NA19190","female",7.4,3.92
"YRI","AFR","NA19197","female",7.4,3.92
"YRI","AFR","NA19235","female",7.4,3.92
"YRI","AFR","NA19200","male",7.4,3.92
"YRI","AFR","NA19201","female",7.4,3.92
"YRI","AFR","NA19204","female",7.4,3.92
"YRI","AFR","NA19206","female",7.4,3.92
"YRI","AFR","NA19207","male",7.4,3.92
"YRI","AFR","NA19209","female",7.4,3.92
"YRI","AFR","NA19210","male",7.4,3.92
"YRI","AFR","NA19213","male",7.4,3.92
"YRI","AFR","NA19214","female",7.4,3.92
"YRI","AFR","NA19222","female",7.4,3.92
"YRI","AFR","NA19223","male",7.4,3.92
"YRI","AFR","NA19225","female",7.4,3.92
"YRI","AFR","NA18878","female",7.4,3.92
"YRI","AFR","NA19236","male",7.4,3.92
"YRI","AFR","NA19238","female",7.4,3.92
"YRI","AFR","NA19239","male",7.4,3.92
"YRI","AFR","NA19247","female",7.4,3.92
"YRI","AFR","NA19248","male",7.4,3.92
"YRI","AFR","NA19256","male",7.4,3.92
"YRI","AFR","NA19257","female",7.4,3.92
"YRI","AFR","NA18871","male",7.4,3.92
"YRI","AFR","NA18873","female",7.4,3.92
"YRI","AFR","NA18874","male",7.4,3.92
"YRI","AFR","NA18876","female",7.4,3.92
"YRI","AFR","NA18877","male",7.4,3.92
"YRI","AFR","NA18853","male",7.4,3.92
"YRI","AFR","NA18879","male",7.4,3.92
"YRI","AFR","NA18881","female",7.4,3.92
"YRI","AFR","NA18907","female",7.4,3.92
"YRI","AFR","NA18864","female",7.4,3.92
"YRI","AFR","NA18865","male",7.4,3.92
"YRI","AFR","NA18867","female",7.4,3.92
"YRI","AFR","NA18868","male",7.4,3.92
"YRI","AFR","NA18870","female",7.4,3.92
"YRI","AFR","NA18856","male",7.4,3.92
"YRI","AFR","NA18858","female",7.4,3.92
"YRI","AFR","NA18861","female",7.4,3.92
